,hike_name,hike_id,numReports,total_dist,elevation gain,time_from_seattle,Wildlife,Rivers,Summits,Good for kids
2742,Kraus Ridge,2742,2.0,,,,0,0,0,0
2743,Lake James,2743,3.0,,,,0,0,0,0
2744,LaCrosse Pass,2744,9.0,,,,0,0,0,0
2745,Lake Christine,2745,34.0,,,118.3,0,0,0,0
2746,Lake Evan,2746,4.0,,,,0,0,0,0
2747,LaCrosse Basin,2747,8.0,,,131.85,0,0,0,0
2748,Kennedy Hotsprings,2748,13.0,,,,0,0,0,0
2749,Lake Hazard,2749,0.0,,,,0,0,0,0
2750,Judkin Trail,2750,0.0,,,,0,0,0,0
2751,Johns River State Wildlife Area,2751,1.0,2.5,20.0,,0,0,0,0
2752,Jupiter Lakes,2752,1.0,,,,0,0,0,0
2753,Jumpoff Joe Lookout,2753,3.0,,,187.0,0,0,0,0
2754,Kachess Nature,2754,1.0,,,,0,0,0,0
2755,Jefferson Lake,2755,3.0,,,162.616666667,0,0,0,0
2756,Joker Mountain,2756,0.0,,,,0,0,0,0
2757,Jimmy Creek,2757,7.0,,,,0,0,0,0
2758,Jungle Creek,2758,26.0,,,110.316666667,0,0,0,0
2759,Jackita Ridge,2759,31.0,,,161.533333333,0,0,0,0
2760,Jolly Creek,2760,1.0,,,,0,0,0,0
2761,Jordan Creek,2761,3.0,,,169.266666667,0,0,0,0
2762,Kaleetan Lake,2762,18.0,20.2,4200.0,47.4666666667,0,1,0,0
2763,Jack Ridge,2763,10.0,,,,0,0,0,0
2764,Keenes Trail,2764,1.0,,,,0,0,0,0
2765,Johnson-Medra Creek,2765,58.0,8.0,2250.0,106.7,0,1,0,0
2766,John Muir Discovery,2766,0.0,,,,0,0,0,0
2767,Johnson Mountain,2767,8.0,,,,0,0,0,0
2768,Johnny Creek,2768,0.0,,,,0,0,0,0
2769,Island Lake,2769,0.0,,,,0,0,0,0
2770,Jack Creek,2770,31.0,,,170.55,0,0,0,0
2771,Keenen Meadow,2771,0.0,,,,0,0,0,0
2772,Kay Creek,2772,1.0,,,,0,0,0,0
2773,House Rock,2773,0.0,,,,0,0,0,0
2774,Indian Flat,2774,1.0,,,,0,0,0,0
2775,Index Creek,2775,6.0,,,,0,0,0,0
2776,Indian Head Basin,2776,1.0,,,,0,0,0,0
2777,Indian Trail,2777,32.0,,,,0,0,0,0
2778,Indian Pass,2778,1.0,,,,0,0,0,0
2779,Hoodoo Pass,2779,6.0,,,,0,0,0,0
2780,Hubbard Creek,2780,0.0,,,,0,0,0,0
2781,Honeymoon Creek,2781,3.0,,,,0,0,0,0
2782,Home Lake,2782,14.0,,,,0,0,0,0
2783,Horton Butte,2783,2.0,,,,0,0,0,0
2784,Indian Heaven,2784,26.0,,,240.966666667,0,0,0,0
2785,Hornet Ridge,2785,0.0,,,,0,0,0,0
2786,Horseshoe Creek,2786,0.0,,,,0,0,0,0
2787,Indian Creek,2787,9.0,,,,0,0,0,0
2788,Hopkins Pass,2788,0.0,,,,0,0,0,0
2789,Iron Creek Falls,2789,4.0,,,,0,0,0,0
2790,Horseshoe Basin (Stehekin),2790,5.0,,,,0,0,0,0
2791,Howard Creek,2791,9.0,,,,0,0,0,0
2792,Hood Canal Wetlands,2792,0.0,,,,0,0,0,0
2793,Hudson Way,2793,0.0,,,,0,0,0,0
2794,Holman Creek,2794,3.0,,,,0,0,0,0
2795,Happy Hollow,2795,0.0,,,,0,0,0,0
2796,Harstine Island State Park,2796,6.0,1.5,200.0,99.0666666667,0,0,0,1
2797,Happy Creek,2797,1.0,,,,0,0,0,0
2798,Haystack,2798,1.0,,,,0,0,0,0
2799,Happy Creek Nature Trail,2799,5.0,,,153.5,0,0,0,0
2800,Hardscrabble Creek,2800,11.0,,,137.283333333,0,0,0,0
2801,Hatchery Creek,2801,26.0,13.0,4000.0,137.5,1,0,0,0
2802,High Camp,2802,12.0,,,,0,0,0,0
2803,Hayden Pass,2803,9.0,,,,0,0,0,0
2804,Hoh-Bogachiel,2804,2.0,,,,0,0,0,0
2805,Hoh Lake,2805,7.0,,,,0,0,0,0
2806,Higley Peak,2806,2.0,,,,0,0,0,0
2807,Heather Pass,2807,20.0,,,,0,0,0,0
2808,Hidden Lakes,2808,1.0,,,,0,0,0,0
2809,High Divide,2809,64.0,,,,0,0,0,0
2810,Hells Basin,2810,0.0,,,,0,0,0,0
2811,Hereford Meadows,2811,0.0,,,,0,0,0,0
2812,High Pass,2812,33.0,26.0,4500.0,190.2,1,0,0,0
2813,Heart Lake,2813,2.0,3.0,150.0,295.216666667,0,0,0,0
2814,Hikers Trail,2814,0.0,,,,0,0,0,0
2815,Hogsback Route,2815,0.0,,,,0,0,0,0
2816,High Divide,2816,22.0,,,186.483333333,0,0,0,0
2817,Hidden Springs,2817,5.0,,,,0,0,0,0
2818,Heather Meadows,2818,7.0,,,169.283333333,0,0,0,0
2819,Henskin Lake,2819,10.0,,,,0,0,0,0
2820,Hidden Lakes,2820,8.0,,,279.2,0,0,0,0
2821,High Bridge,2821,3.0,,,,0,0,0,0
2822,High Pass,2822,29.0,,,171.65,0,0,0,0
2823,Hindoo,2823,1.0,,,,0,0,0,0
2824,Heather Basin,2824,6.0,,,,0,0,0,0
2825,Grassy Point,2825,6.0,,,,0,0,0,0
2826,Gold Run Pass,2826,0.0,,,,0,0,0,0
2827,Gray Wolf Pass,2827,15.0,,,,0,0,0,0
2828,Grant Purcell Falls,2828,1.0,,,,0,0,0,0
2829,Gold Creek,2829,9.0,,,,0,0,0,0
2830,Granite Lakes,2830,18.0,,,44.7833333333,0,0,0,0
2831,Grassy Knoll,2831,16.0,,,257.466666667,0,0,0,0
2832,Gooseberry Flat,2832,0.0,,,,0,0,0,0
2833,Gold Creek,2833,11.0,,,145.983333333,0,0,0,0
2834,Grand Pass,2834,26.0,,,229.2,0,0,0,0
2835,Hamilton Peak,2835,2.0,,,,0,0,0,0
2836,Greenwood Lake,2836,4.0,,,,0,0,0,0
2837,Goose Prairie,2837,8.0,,,,0,0,0,0
2838,Halliday,2838,1.0,,,,0,0,0,0
2839,Griff Creek,2839,7.0,3.5,1500.0,,0,0,0,0
2840,Green Mountain,2840,0.0,,,,0,0,0,0
2841,Gold Ridge,2841,0.0,,,,0,0,0,0
2842,Green River,2842,10.0,,,,0,0,0,0
2843,Graves Creek Primitive,2843,8.0,,,209.583333333,0,0,0,0
2844,Greek Creek Basin,2844,1.0,,,,0,0,0,0
2845,Goat Ridge,2845,44.0,,,187.683333333,0,0,0,0
2846,Hamma Hamma Beaver Pond,2846,6.0,,,138.65,1,0,0,0
2847,Gillette Ridge,2847,2.0,,,358.45,0,0,0,0
2848,Glacier Creek,2848,3.0,,,124.05,0,0,0,0
2849,Fortune Creek-Van Epps,2849,8.0,,,,0,0,0,0
2850,Gatton Creek,2850,2.0,,,,0,0,0,0
2851,Fourth Creek,2851,10.0,,,,0,0,0,0
2852,French Ridge,2852,5.0,,,,0,0,0,0
2853,Glacier Peak,2853,10.0,,,,0,0,0,0
2854,French Butte,2854,0.0,,,,0,0,0,0
2855,Freezout Lake,2855,1.0,,,,0,0,0,0
2856,Frater Lake,2856,1.0,,,352.05,0,0,0,0
2857,Glacier View Loop,2857,1.0,,,112.666666667,0,0,0,0
2858,Frog Mountain,2858,5.0,,,,0,0,0,0
2859,Frosty Creek,2859,0.0,,,,0,0,0,0
2860,Found Lake,2860,3.0,,,,0,0,0,0
2861,Fryingpan Loop,2861,1.0,,,,0,0,0,0
2862,Gamma Ridge,2862,3.0,,,,0,0,0,0
2863,Frost Mountain,2863,0.0,,,,0,0,0,0
2864,Four Mile Ridge,2864,0.0,,,,0,0,0,0
2865,Goat Peak,2865,7.0,,,83.3833333333,0,0,0,0
2866,Frisco Mountain,2866,0.0,,,,0,0,0,0
2867,Getaway Creek,2867,0.0,,,,0,0,0,0
2868,Goat Flats,2868,59.0,,,132.016666667,0,0,0,0
2869,Frying Pan,2869,2.0,,,,0,0,0,0
2870,Frog Lake,2870,4.0,,,89.7833333333,0,0,0,0
2871,Glory Lake,2871,0.0,,,,0,0,0,0
2872,Four Stream,2872,10.0,,,131.35,0,0,0,0
2873,Falls Creek,2873,5.0,,,,0,0,0,0
2874,Elk Mountain,2874,3.0,,,,0,0,0,0
2875,First Butte,2875,0.0,,,,0,0,0,0
2876,Flower Dome,2876,2.0,,,,0,0,0,0
2877,Fern Lake,2877,8.0,,,,1,0,0,0
2878,Elsnor Mine,2878,0.0,,,,0,0,0,0
2879,Fairholm Campground,2879,0.0,,,,0,0,0,0
2880,Elk Ridge,2880,1.0,,,,0,0,0,0
2881,Fog City,2881,4.0,,,,0,0,0,0
2882,Elk Lake,2882,19.0,4.0,500.0,140.716666667,1,0,0,1
2883,Emerald Park,2883,11.0,,,,0,0,0,0
2884,Foolhen Lake,2884,1.0,,,,0,0,0,0
2885,Equestrian Loops,2885,4.0,,,,0,0,0,0
2886,Nooksack River to Excelsior Pass,2886,90.0,9.0,3500.0,138.933333333,0,0,1,0
2887,Entiat River,2887,43.0,,,248.25,0,0,0,0
2888,Forks of Canyon Creek,2888,2.0,,,,0,0,0,0
2889,Fishhook Flat,2889,1.0,,,,0,0,0,0
2890,Fish Creek,2890,3.0,,,183.883333333,0,0,0,0
2891,Elwha Basin,2891,8.0,,,,0,0,0,0
2892,First Creek,2892,3.0,,,,0,0,0,0
2893,Elip Creek,2893,5.0,,,,0,0,0,0
2894,Ericsons Bay,2894,3.0,,,258.366666667,0,0,0,0
2895,Fire Creek,2895,4.0,,,,0,0,0,0
2896,Escondido Lake,2896,5.0,,,131.166666667,0,0,0,0
2897,Eagle Creek,2897,13.0,16.0,4250.0,,0,0,0,0
2898,Drop Creek Spur,2898,0.0,,,,0,0,0,0
2899,Dutch Miller Gap,2899,54.0,,,121.75,0,0,0,0
2900,East Fork Quinault River,2900,21.0,,,209.45,0,0,0,0
2901,Dusty Creek,2901,1.0,,,,0,0,0,0
2902,Dutch Miller Gap East Side,2902,18.0,,,,0,0,0,0
2903,Dry Creek,2903,5.0,,,,1,0,0,1
2904,Dumbbell Lake,2904,9.0,,,145.45,0,0,0,0
2905,Dosewallips River,2905,72.0,,,142.55,0,1,0,0
2906,Early Winters,2906,10.0,,,225.9,0,0,0,0
2907,East Side Parks,2907,1.0,,,,0,0,0,0
2908,Easy Ridge,2908,4.0,,,,0,0,0,0
2909,East Fork Buttermilk River,2909,3.0,,,,0,0,0,0
2910,East Fork Pasayten River,2910,4.0,,,,0,0,0,0
2911,East Fork Sibley Creek,2911,2.0,,,,0,0,0,0
2912,East Creek,2912,6.0,,,,0,0,0,0
2913,Edgar Rock,2913,7.0,,,155.433333333,0,0,0,0
2914,Eightmile Ridge,2914,2.0,,,,0,0,0,0
2915,East Zion,2915,0.0,,,,0,0,0,0
2916,Eagle Pass,2916,1.0,,,,0,0,0,0
2917,East Fork Prince Creek,2917,1.0,,,,0,0,0,0
2918,East Boundary,2918,2.0,,,,0,0,0,0
2919,East Side Road,2919,2.0,,,,0,0,0,0
2920,East Side Trail,2920,28.0,,,119.55,0,0,0,0
2921,Deer Lake,2921,63.0,,,213.883333333,0,0,0,0
2922,Dollar Watch Mountain,2922,2.0,,,,0,0,0,0
2923,Deception Lakes,2923,26.0,,,91.6833333333,0,0,0,0
2924,Deception Pass State Park - Hoypus Point,2924,23.0,3.2,360.0,92.95,0,0,0,1
2925,Deep Lake,2925,2.0,,,194.983333333,0,0,0,0
2926,Devore Creek,2926,3.0,,,,0,0,0,0
2927,Disappointment Peak,2927,1.0,,,,0,0,0,0
2928,Dead-horse Creek,2928,8.0,,,,0,0,0,0
2929,Dishpan Gap,2929,16.0,,,,0,0,0,0
2930,Deadhorse Camp,2930,0.0,,,,0,0,0,0
2931,Diamond Jack,2931,2.0,,,,0,0,0,0
2932,Deer Creek Pass,2932,30.0,,,105.316666667,0,0,0,0
2933,Dirty Harry's Peak,2933,121.0,8.2,3326.0,42.2833333333,0,0,1,0
2934,Devil's Backbone,2934,5.0,,,,0,0,0,0
2935,Dean Creek,2935,1.0,,,,0,0,0,0
2936,Desolation Peak,2936,35.0,6.8,4400.0,243.55,1,0,1,0
2937,Devil's Lake,2937,6.0,,,,0,0,0,0
2938,Devils Gulch,2938,15.0,9.0,1100.0,192.1,0,0,0,0
2939,Darling Mountain,2939,2.0,,,,0,0,0,0
2940,Divide Camp,2940,13.0,,,211.466666667,0,0,0,0
2941,Diamond Creek,2941,1.0,,,,0,0,0,0
2942,Deceiver,2942,31.0,,,,0,0,0,0
2943,Divide Ridge - Mount Christoff,2943,11.0,,,,0,0,0,0
2944,Deroux Spur,2944,22.0,,,,0,0,0,0
2945,Deep Lake,2945,37.0,14.5,2150.0,67.3166666667,0,0,0,0
2946,Dead Buck,2946,0.0,,,,0,0,0,0
2947,Dole Lakes,2947,0.0,,,,0,0,0,0
2948,Dose Fisherman,2948,0.0,,,,0,0,0,0
2949,Deer Park,2949,3.0,,,,0,0,0,0
2950,Dog Creek,2950,2.0,,,,0,0,0,0
2951,Delate Meadow,2951,1.0,,,,0,0,0,0
2952,Delate Creek,2952,1.0,,,,0,0,0,0
2953,Devil's Ridge,2953,20.0,,,,0,0,0,0
2954,Crater,2954,4.0,,,,0,0,0,0
2955,Crow Lake Way,2955,30.0,,,,0,0,0,0
2956,Cow Creek Meadows,2956,7.0,,,,0,0,0,0
2957,Cougar Divide,2957,14.0,,,158.633333333,0,0,0,0
2958,Coyote,2958,22.0,,,,0,0,0,0
2959,Cougar Mountain View Point,2959,1.0,,,,0,0,0,0
2960,Cow Canyon,2960,0.0,,,,0,0,0,0
2961,Cub Creek,2961,0.0,,,,0,0,0,0
2962,Cramer Lake,2962,33.0,,,,0,0,0,0
2963,Cox Valley,2963,1.0,,,,0,0,0,0
2964,Copper Mountain,2964,1.0,,,,0,0,0,0
2965,Crow Butte,2965,1.0,,,,0,0,0,0
2966,Corral Creek,2966,3.0,,,,0,0,0,0
2967,Curry Gap,2967,10.0,,,125.7,0,0,0,0
2968,Crossover,2968,42.0,,,,0,0,0,0
2969,Copper Ridge,2969,23.0,,,156.416666667,0,0,0,0
2970,Crowell Ridge,2970,4.0,,,345.316666667,1,0,1,0
2971,Cougar Valley,2971,2.0,,,,0,0,0,0
2972,Crooked Creek,2972,6.0,,,,1,0,0,0
2973,Cougar Pass,2973,33.0,,,,0,0,0,0
2974,County Line,2974,105.0,,,106.4,0,0,0,0
2975,Dalles Nature,2975,1.0,,,,0,0,0,0
2976,Crater Mountain,2976,14.0,,,158.75,0,0,0,0
2977,Corral Lake,2977,3.0,,,,0,0,0,0
2978,Dark Meadows,2978,10.0,,,144.916666667,0,0,0,0
2979,Cowlitz Trail,2979,15.0,,,151.083333333,0,0,0,0
2980,Copper Creek,2980,1.0,,,,0,0,0,0
2981,Cougar Ridge,2981,1.0,,,,0,0,0,0
2982,Coyote Trail,2982,7.0,,,,0,0,0,0
2983,Copper Lake,2983,14.0,,,,0,0,0,0
2984,Cortright Creek,2984,0.0,,,161.45,0,0,0,0
2985,Conrad Glacier,2985,1.0,,,,0,0,0,0
2986,Colockum Pass Road,2986,5.0,,,,0,0,0,0
2987,Clearwater,2987,3.0,,,,0,0,0,0
2988,Coleman Ridge,2988,10.0,,,,0,0,0,0
2989,China Creek,2989,1.0,,,,0,0,0,0
2990,Chikamin Tie ORV,2990,2.0,,,,0,0,0,0
2991,Chuchuwanteen Lake,2991,0.0,,,,0,0,0,0
2992,Chikamin Creek ORV,2992,2.0,,,,0,0,0,0
2993,Conrad Meadows,2993,2.0,,,199.783333333,0,0,0,0
2994,Cool Creek,2994,1.0,,,,0,0,0,0
2995,Clark Mountain,2995,0.0,,,,0,0,0,0
2996,Colquhoun Peak,2996,6.0,,,,1,0,1,0
2997,Constance Pass,2997,24.0,,,140.2,0,0,0,0
2998,Chopaka Mountain,2998,3.0,,,264.783333333,0,0,0,0
2999,Chiwawa River,2999,12.0,,,194.433333333,0,0,0,0
3000,Company Creek,3000,3.0,,,,0,0,0,0
3001,Coldwater Ridge,3001,4.0,,,,0,0,0,0
3002,Colockum Wildlife Recreation Area,3002,1.0,,,,0,0,0,0
3003,Cle Elum Ridge,3003,6.0,,,,0,0,0,0
3004,Coal Lake,3004,22.0,,,102.283333333,0,0,0,0
3005,Copper Creek,3005,2.0,,,,0,0,0,0
3006,Chief Old Bones,3006,0.0,,,,0,0,0,0
3007,Clallam Bay Spit,3007,0.0,,,,0,0,0,0
3008,Cooney Lake,3008,26.0,,,,0,0,0,0
3009,Clark Ridge,3009,0.0,,,,0,0,0,0
3010,Cispus Lookout,3010,5.0,,,183.983333333,0,0,0,0
3011,Chilliwack River,3011,8.0,,,,0,0,0,0
3012,Cold Springs,3012,2.0,,,262.883333333,0,0,0,0
3013,Chewuch River Trail,3013,17.0,,,288.4,0,0,0,0
3014,Chancellor,3014,17.0,,,162.383333333,0,0,0,0
3015,Castle Pass,3015,13.0,,,,0,0,0,0
3016,Cathedral,3016,5.0,,,,0,0,0,0
3017,Center Mountain Cutoff,3017,1.0,,,,0,0,0,0
3018,Campbell Lake,3018,1.0,,,226.033333333,0,0,0,0
3019,Cedar Lake Way,3019,3.0,,,152.6,0,0,0,0
3020,Cathedral Creek,3020,0.0,,,,0,0,0,0
3021,Camp Handy,3021,11.0,,,,0,0,0,0
3022,Canyon Ridge,3022,13.0,,,,0,0,0,0
3023,Castle Lake,3023,0.0,,,,0,0,0,0
3024,Castle Mountain,3024,9.0,,,,0,0,0,0
3025,Canyon Lake,3025,2.0,,,,0,0,0,0
3026,Chatter Creek,3026,102.0,,,167.366666667,0,0,0,0
3027,Carbon Trail,3027,9.0,,,,0,0,0,0
3028,Carlton Creek,3028,5.0,,,,0,0,0,0
3029,Cascade Creek,3029,4.0,,,,0,0,0,0
3030,Cascade Loop-Monument,3030,0.0,,,,0,0,0,0
3031,Chenamus Lake,3031,0.0,,,,0,0,0,0
3032,Chain Lakes,3032,34.0,,,,0,0,0,0
3033,Canyon Lake,3033,6.0,,,,0,0,0,0
3034,Chair Lift,3034,1.0,,,,0,0,0,0
3035,Cat Basin Primitive,3035,4.0,,,,0,0,0,0
3036,Boulder Basin,3036,5.0,,,,0,0,0,0
3037,Camp Creek,3037,3.0,,,,0,0,0,0
3038,Cameron Creek,3038,7.0,,,152.55,0,0,0,0
3039,Buck Creek,3039,6.0,,,141.75,0,0,0,0
3040,Buck Creek,3040,22.0,,,,0,0,0,0
3041,Boulder Pass,3041,14.0,,,,0,0,0,0
3042,Boundary Trail - Rainier,3042,13.0,,,101.7,0,0,0,0
3043,Cabinet Creek,3043,0.0,,,,0,0,0,0
3044,Brush Creek,3044,2.0,,,,0,0,0,0
3045,Breezy Point,3045,0.0,,,,0,0,0,0
3046,Cabin Trail,3046,0.0,,,,0,0,0,0
3047,Boston Basin,3047,20.0,,,169.433333333,0,0,0,0
3048,Cady Pass,3048,3.0,,,274.333333333,0,0,0,0
3049,Bonaparte,3049,6.0,,,307.5,0,0,0,0
3050,Boulder-De Roux / Gallagher Head Lake,3050,97.0,,,134.916666667,0,0,0,0
3051,Cady Creek,3051,22.0,5.2,1300.0,,0,0,0,1
3052,Butte Creek,3052,3.0,,,,0,0,0,0
3053,Cameron-Lost Primitive,3053,2.0,,,,0,0,0,0
3054,Brown Lake,3054,0.0,,,,0,0,0,0
3055,Bone Lake,3055,0.0,,,,0,0,0,0
3056,Bottle Spring,3056,0.0,,,,0,0,0,0
3057,Boulder Creek,3057,5.0,,,155.933333333,0,0,0,0
3058,Bryant Peak,3058,16.0,,,53.4833333333,0,0,0,0
3059,Cady Point,3059,0.0,,,,0,0,0,0
3060,Bryan Butte,3060,0.0,,,,0,0,0,0
3061,Boiling Lake,3061,4.0,,,,0,0,0,0
3062,Calispell Ridge,3062,1.0,,,,0,0,0,0
3063,Brown Creek,3063,0.0,,,,0,0,0,0
3064,Cameron Pass,3064,8.0,,,,0,0,0,0
3065,Boulder Butte,3065,2.0,,,,0,0,0,0
3066,This page does not seem to exist…,3066,,,,,0,0,0,0
3067,Buffalo Pass,3067,0.0,,,,0,0,0,0
3068,Boulder Creek,3068,3.0,,,,0,0,0,0
3069,Boulder Creek,3069,1.0,,,,0,0,0,0
3070,Border Trail,3070,1.0,,,,0,0,0,0
3071,Big Twin,3071,2.0,,,,0,0,0,0
3072,Big Beaver - Ross Dam Trail,3072,54.0,,,153.116666667,0,0,0,0
3073,Blazed Ridge,3073,1.0,,,,0,0,0,0
3074,Boardman Camp,3074,0.0,,,,0,0,0,0
3075,Blue Hole,3075,0.0,,,,0,0,0,0
3076,Big Creek,3076,1.0,,,,0,0,0,0
3077,Beverly Turnpike,3077,132.0,,,121.466666667,0,0,0,0
3078,Big Hollow,3078,3.0,,,,0,0,0,0
3079,Blue Jay Way,3079,0.0,,,,0,0,0,0
3080,Blue Creek,3080,9.0,,,,0,0,0,0
3081,Big Meadow Lake,3081,2.0,,,,0,0,0,0
3082,Big Slide,3082,0.0,,,227.366666667,0,0,0,0
3083,Bluff Lake,3083,6.0,,,147.05,0,0,0,0
3084,Blankenship Lakes,3084,14.0,,,,0,0,0,0
3085,Blackjack Ridge,3085,19.0,,,167.366666667,0,0,0,0
3086,Blue Creek,3086,2.0,,,,0,0,0,0
3087,Bismark Peak,3087,6.0,,,,0,0,0,0
3088,Black & White Lakes,3088,11.0,5.0,4200.0,130.133333333,0,0,0,0
3089,Blue Buck,3089,3.0,,,223.466666667,0,0,0,0
3090,Big Crow Basin,3090,1.0,,,,0,0,0,0
3091,Bob Heirman Wildlife Preserve,3091,5.0,,,41.8166666667,0,0,0,0
3092,Big Meadow Creek,3092,2.0,,,,0,0,0,0
3093,Billy Creek,3093,0.0,,,,0,0,0,0
3094,Bluff Trail,3094,2.0,,,229.5,0,0,0,0
3095,Beth Lake,3095,1.0,,,,0,0,0,0
3096,Blackhorse Lake Boardwalk,3096,0.0,,,,0,0,0,0
3097,Billy Ridge,3097,0.0,,,,0,0,0,0
3098,Blizzard Peak,3098,0.0,,,,0,0,0,0
3099,Big Tree,3099,3.0,,,,0,0,0,0
3100,Black Pine Lake,3100,2.0,,,,0,0,0,0
3101,Blankenship Meadows,3101,6.0,,,,0,0,0,0
3102,Big Tree Loop,3102,1.0,1.0,2000.0,161.05,0,0,0,0
3103,Backpacker Camp,3103,2.0,,,,0,0,0,0
3104,Beaver Lake,3104,2.0,,,,0,0,0,0
3105,Beaver Creek,3105,1.0,,,,0,0,0,0
3106,Bat Caves,3106,2.0,,,,0,0,0,0
3107,Bald Mountain via Ashland Lakes,3107,25.0,,,93.2833333333,0,0,0,0
3108,Bernice Lake,3108,2.0,,,,0,0,0,0
3109,Barnaby Buttes,3109,4.0,,,,0,0,0,0
3110,Aurora Ridge,3110,6.0,,,193.166666667,0,0,0,0
3111,Aurora Divide,3111,4.0,,,,0,0,0,0
3112,Basin Lake,3112,15.0,,,,0,0,0,0
3113,Badger Valley,3113,24.0,,,,0,0,0,0
3114,Bear Mountain,3114,1.0,,,,0,0,0,0
3115,Bear Creek,3115,1.0,,,,0,0,0,0
3116,Basin Creek,3116,3.0,,,,0,0,0,0
3117,Bachelor Meadows,3117,7.0,,,,0,0,0,0
3118,Beaver Valley,3118,2.0,,,,0,0,0,0
3119,Beauty Creek,3119,2.0,,,,0,0,0,0
3120,Baldy,3120,9.0,9.0,3700.0,189.016666667,0,0,1,0
3121,Batey Bould,3121,0.0,,,,0,0,0,0
3122,Baker Pass,3122,1.0,,,,0,0,0,0
3123,Basalt Pass,3123,10.0,,,,0,0,0,0
3124,Badlands Trail,3124,5.0,,,,0,0,0,0
3125,Baker Hot Springs,3125,12.0,,,171.7,0,0,0,0
3126,Bear Gap,3126,10.0,,,,0,0,0,0
3127,Bald Eagle Mountain,3127,42.0,,,181.1,0,0,0,0
3128,Bear Lake,3128,1.0,,,279.25,0,0,0,0
3129,Barron Creek,3129,0.0,,,,0,0,0,0
3130,Basalt Ridge,3130,22.0,,,150.783333333,0,0,0,0
3131,Barnaby,3131,2.0,,,,0,0,0,0
3132,Barnes Point Nature,3132,0.0,,,,0,0,0,0
3133,Bell Pass,3133,9.0,,,150.033333333,0,0,0,0
3134,Bernhardt Mine,3134,3.0,,,,0,0,0,0
3135,Angel Falls Loop,3135,8.0,,,,0,0,0,0
3136,American Ridge,3136,54.0,12.0,2950.0,168.466666667,0,1,0,0
3137,Anthem Creek,3137,5.0,,,,0,0,0,0
3138,Andy Creek,3138,4.0,,,,0,0,0,0
3139,Angel Staircase,3139,17.0,,,,0,0,0,0
3140,Andrews Creek,3140,7.0,,,,0,0,0,0
3141,Angle Peak,3141,0.0,,,,0,0,0,0
3142,Anderson Glacier,3142,13.0,,,134.3,0,0,0,0
3143,Arralde Creek,3143,0.0,,,,0,0,0,0
3144,Angel Pass,3144,1.0,,,,0,0,0,0
3145,Anderson Pass,3145,25.0,,,,0,0,0,0
3146,Squaw Creek,3146,1.0,,,,0,0,0,0
3147,Dalles River,3147,2.0,,,,0,0,0,0
3148,Wynoochee,3148,2.0,,,171.9,0,0,0,0
3149,Wynoochee Pass,3149,2.0,,,,0,0,0,0
3150,Yellow Hill,3150,26.0,,,109.516666667,0,0,0,0
3151,Yellowjacket,3151,0.0,,,,0,0,0,0
3152,Yozoo,3152,0.0,,,,0,0,0,0
3153,Working Forest Nature Trail,3153,1.0,,,164.133333333,0,0,0,0
3154,Wishpoosh Campground,3154,0.0,,,,0,0,0,0
3155,Windy Peak,3155,10.0,,,,0,0,0,0
3156,Wobbly Creek,3156,1.0,,,176.466666667,0,0,0,0
3157,Wiseman Lake,3157,0.0,,,,0,0,0,0
3158,Windy Lake,3158,2.0,,,,0,0,0,0
3159,Wolf,3159,0.0,,,,0,0,0,0
3160,Windy Creek,3160,0.0,,,,0,0,0,0
3161,Windy Creek,3161,1.0,,,,0,0,0,0
3162,Whitehorse Mountain,3162,10.0,,,,0,0,0,0
3163,West Point,3163,0.0,,,,0,0,0,0
3164,Whistler Basin,3164,2.0,,,,0,0,0,0
3165,Whatcom Pass,3165,10.0,,,,0,0,0,0
3166,Whistler (Slide Chute),3166,5.0,,,,0,0,0,0
3167,White River,3167,14.0,,,,0,0,0,0
3168,White Lakes,3168,0.0,,,,0,0,0,0
3169,White River,3169,43.0,,,155.933333333,0,0,0,0
3170,White Chuck River,3170,30.0,,,124.983333333,0,0,0,0
3171,West Bank,3171,1.0,,,,0,0,0,0
3172,West Manastash Ridge,3172,6.0,,,,0,0,0,0
3173,Whistle Punk,3173,2.0,,,,0,0,0,1
3174,Whiskey Bend to Low Divide,3174,15.0,,,188.6,0,0,0,0
3175,West Fork Methow River,3175,17.0,,,225.766666667,0,0,0,0
3176,Wilson Creek,3176,1.0,,,,0,0,0,0
3177,Willaby Creek,3177,4.0,,,158.85,0,0,0,0
3178,Winchester Wasteway,3178,2.0,,,,0,0,0,0
3179,Wildside Connector,3179,1.0,,,,0,0,0,0
3180,Williams Creek,3180,6.0,,,268.283333333,0,0,0,0
3181,Willow Creek,3181,0.0,,,,0,0,0,0
3182,Willapa National Wildlife Refuge - Bear River,3182,2.0,3.5,10.0,183.383333333,0,0,0,0
3183,Uno Peak,3183,0.0,,,,0,0,0,0
3184,Upper Big Creek,3184,2.0,,,,0,0,0,0
3185,Tyee Ridge,3185,0.0,,,,0,0,0,0
3186,Upper Duckabush,3186,15.0,,,,0,0,0,0
3187,Two Little Lakes,3187,0.0,,,,0,0,0,0
3188,Upper Lake Creek,3188,4.0,,,,0,0,0,0
3189,Upper Barnes Creek,3189,0.0,,,,0,0,0,0
3190,Upper Eagle Lakes,3190,6.0,,,,0,0,0,0
3191,Two Sisters Rocks,3191,0.0,,,,0,0,0,0
3192,Verlot Nature,3192,1.0,,,,0,0,0,0
